,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q42A,scores
7043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
7044,4,4,4,3,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,76
7045,4,3,4,4,4,3,2,4,3,4,3,2,3,3,3,4,2,3,2,3,63
7046,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,2,1,2,1,2,36
7047,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,2,1,1,1,26
7048,2,4,2,3,3,2,3,2,3,4,2,3,3,2,3,4,4,1,3,2,55
7049,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,77
7050,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,3,26
7051,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,25
7052,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21
7053,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,4,1,1,27
7054,2,3,3,2,4,2,2,3,3,3,3,4,3,4,2,3,4,2,2,3,57
7055,1,3,3,3,4,3,2,2,3,1,2,3,2,2,2,3,3,1,2,2,47
7056,2,3,3,3,3,2,3,4,2,2,4,2,3,3,3,2,3,2,3,3,55
7057,2,4,1,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,45
7058,2,3,3,3,1,4,4,3,3,3,4,3,3,4,3,3,2,4,2,3,60
7059,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,42
7060,1,1,1,3,2,3,3,1,2,2,1,1,2,2,1,1,2,2,4,1,36
7061,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,2,1,1,3,2,28
7062,2,4,4,4,4,4,4,2,2,2,2,3,4,4,2,2,4,4,3,3,63
7063,3,4,4,2,4,4,2,1,3,3,1,1,3,2,1,3,4,1,3,4,53
7064,4,3,4,4,4,3,4,3,4,2,4,2,2,4,2,4,3,4,2,3,65
7065,2,4,4,3,3,3,4,3,3,4,2,3,4,3,2,3,2,3,2,3,60
7066,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,23
7067,1,2,2,2,2,3,2,2,4,4,3,2,2,2,3,2,2,2,2,2,46
7068,1,1,1,2,2,2,1,2,3,2,2,3,2,2,2,3,1,1,2,2,37
7069,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,31
7070,3,2,1,2,3,3,2,2,3,4,3,4,3,2,4,4,2,3,3,2,55
7071,2,1,3,4,4,4,3,4,4,4,2,4,2,4,2,4,3,2,3,4,63
7072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
7073,1,2,2,2,1,3,2,1,3,3,3,3,2,4,2,3,2,2,2,3,46
7074,1,1,1,3,2,1,1,2,3,1,3,1,1,1,1,2,1,1,2,1,30
7075,2,2,4,4,3,4,2,2,4,2,2,2,2,4,2,2,2,2,2,4,53
7076,1,1,3,1,2,2,2,3,2,1,2,2,1,3,1,1,2,1,1,2,34
7077,3,4,4,4,4,4,4,4,2,2,3,3,2,4,3,3,4,4,3,2,66
7078,4,4,1,4,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4,4,73
7079,2,3,4,3,3,2,1,3,4,4,4,4,4,4,3,1,3,2,4,4,62
7080,2,2,2,3,1,4,4,2,2,4,4,4,3,4,4,4,2,4,3,4,62
7081,4,2,4,1,4,4,3,1,2,4,2,3,2,3,1,2,4,4,4,2,56
7082,3,4,3,4,3,4,4,2,3,4,2,2,2,3,2,4,4,3,2,2,60
7083,2,1,2,3,4,2,3,3,2,4,1,3,4,4,1,4,1,1,4,4,53
7084,1,2,1,2,2,1,1,3,2,2,2,1,2,3,1,1,1,2,2,1,33
7085,2,3,3,4,4,4,4,3,3,4,3,2,3,3,2,4,3,2,2,3,61
7086,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,34
7087,2,3,2,4,2,3,2,2,2,4,3,3,3,4,3,2,2,2,2,4,54
7088,2,2,4,2,4,4,4,2,2,4,3,4,1,4,2,4,3,4,2,2,59
7089,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,3,29
7090,4,4,4,4,4,2,3,4,4,3,4,3,4,4,3,2,4,2,1,4,67
7091,1,2,1,3,1,1,1,1,3,1,2,3,2,2,2,2,2,1,3,2,36
7092,4,4,4,4,3,4,4,3,4,1,2,2,2,4,2,4,4,4,3,3,65
7093,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,4,4,75
7094,1,2,1,1,1,2,1,2,3,3,2,2,2,1,2,1,1,1,3,3,35
7095,3,2,4,4,2,4,4,4,4,4,2,4,3,4,2,3,3,4,3,2,65
7096,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40
7097,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,26
7098,2,2,1,2,3,1,1,3,1,3,2,4,3,1,1,1,1,1,1,4,38
7099,3,4,4,4,2,4,2,4,4,2,2,4,2,4,4,4,2,2,4,4,65
7100,2,2,1,2,1,2,1,1,2,3,2,2,1,1,1,4,1,1,1,2,33
7101,2,2,2,4,4,4,4,1,2,4,3,3,1,2,4,3,4,4,2,4,59
7102,2,2,2,4,2,2,2,2,3,2,2,2,4,2,2,4,2,2,3,2,48
7103,4,4,4,4,4,4,4,3,4,2,4,2,3,4,2,4,4,4,4,4,72
7104,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,29
7105,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,39
7106,2,2,1,2,2,2,2,2,3,2,3,2,2,2,2,2,1,1,2,2,39
7107,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,42
7108,1,2,2,2,1,2,1,2,1,3,1,2,2,1,2,1,1,1,1,2,31
7109,2,2,3,4,4,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,46
7110,3,1,1,2,2,4,3,2,2,1,2,2,2,3,2,4,1,2,2,2,43
7111,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,39
7112,2,4,4,3,4,3,4,3,4,3,4,2,3,4,3,3,3,4,2,3,65
7113,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,78
7114,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,2,27
7115,1,2,1,2,2,1,1,3,1,2,1,2,1,1,2,2,1,1,1,2,30
7116,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21
7117,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,41
7118,2,1,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,41
7119,1,1,2,3,2,3,1,1,1,2,1,3,2,3,2,3,2,3,2,4,42
7120,2,4,3,2,3,4,4,1,3,2,2,2,2,4,2,4,3,2,2,3,54
7121,4,1,1,4,2,4,4,2,2,1,2,1,1,4,1,2,2,4,2,2,46
7122,1,2,1,1,1,1,4,2,2,2,2,2,3,1,2,1,3,1,2,2,36
7123,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,2,1,25
7124,1,2,1,2,2,2,2,1,2,1,2,2,2,2,3,1,2,3,2,2,37
7125,1,1,4,4,2,1,2,1,3,1,2,3,2,1,1,4,2,3,2,2,42
7126,2,3,3,3,3,4,1,3,4,3,3,3,3,3,3,3,2,2,2,3,56
7127,2,4,4,4,4,1,3,2,1,2,3,4,4,1,3,1,4,4,3,3,57
7128,2,3,2,3,1,3,3,1,3,1,1,1,2,3,1,3,1,3,2,2,41
7129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
7130,2,4,1,4,2,2,2,2,4,4,2,2,4,4,2,2,1,2,2,2,50
7131,3,2,1,4,2,4,2,1,4,3,1,3,3,4,2,4,2,2,2,2,51
7132,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,3,4,3,4,3,74
7133,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,4,43
7134,3,3,2,4,4,4,4,4,4,4,3,2,3,2,3,3,3,3,2,3,63
7135,1,1,1,2,1,2,2,1,2,2,1,3,1,2,3,2,3,1,3,3,37
7136,1,2,3,3,1,3,2,2,1,2,2,2,3,3,2,1,2,2,1,2,40
7137,2,4,4,4,4,4,4,1,4,4,1,2,2,4,4,4,4,4,3,2,65
7138,3,3,4,4,4,4,4,4,3,3,4,2,3,4,2,4,1,4,3,3,66
7139,3,2,1,3,1,4,3,1,3,4,1,2,2,1,2,2,1,1,2,3,42
7140,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,2,26
7141,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,24
7142,2,1,1,3,1,3,2,3,3,2,2,1,1,1,1,2,1,2,1,2,35
7143,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,23
7144,2,3,2,2,4,3,2,4,4,4,3,2,2,3,3,2,2,3,2,4,56
7145,3,2,4,4,2,2,2,2,2,2,2,3,2,2,2,4,2,3,3,2,50
7146,2,2,2,2,3,2,2,2,1,2,3,2,1,4,3,2,3,2,2,3,45
7147,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,76
7148,4,2,2,3,3,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,48
7149,1,2,2,2,1,1,1,3,3,3,3,2,2,1,2,2,1,1,2,4,39
7150,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,30
7151,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,3,2,2,37
7152,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,3,40
7153,2,2,2,3,2,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,56
7154,2,4,4,3,4,2,1,3,4,4,4,3,4,4,2,3,4,3,3,3,64
7155,2,2,2,4,2,2,2,2,4,1,2,4,4,3,2,3,3,1,3,3,51
7156,1,1,1,2,3,2,3,2,1,1,3,2,3,4,1,3,3,3,3,3,45
7157,2,2,2,2,2,2,2,2,1,1,2,3,1,2,2,2,2,2,1,2,37
7158,4,3,2,4,2,4,3,3,2,3,3,2,3,4,3,4,2,4,2,3,60
7159,4,4,2,4,3,2,2,4,4,2,4,3,3,2,1,4,1,2,1,4,56
7160,2,1,4,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,1,1,44
7161,2,2,2,3,1,4,1,2,3,2,1,2,2,4,1,3,1,1,2,2,41
7162,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,30
7163,2,2,2,2,3,1,1,2,2,2,1,2,2,2,3,2,1,1,1,2,36
7164,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,29
7165,2,2,1,2,1,2,1,2,2,3,2,2,2,1,2,3,1,1,2,1,35
7166,2,3,2,4,3,4,2,2,2,2,3,2,3,2,2,2,2,3,3,2,50
7167,3,2,4,3,4,4,2,3,3,4,3,3,2,3,3,4,3,3,3,3,62
7168,1,1,1,2,1,1,1,1,2,3,2,1,2,1,2,2,1,1,2,2,30
7169,4,4,4,4,4,4,2,4,4,4,4,4,2,4,2,3,3,4,3,4,71
7170,2,2,3,4,3,3,3,2,3,4,1,2,3,3,1,2,3,2,2,1,49
7171,4,3,2,3,3,3,1,2,2,2,3,2,4,2,3,4,3,2,3,3,54
7172,1,4,4,2,4,3,4,2,1,4,2,4,1,2,2,2,4,2,3,4,55
7173,2,3,3,2,3,3,3,2,3,3,2,4,2,3,3,2,2,2,3,4,54
7174,2,4,4,4,4,4,2,4,4,2,4,2,2,4,2,4,4,4,3,4,67
7175,2,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,27
7176,3,2,2,3,2,2,2,4,2,2,1,3,1,3,2,2,2,2,2,1,43
7177,2,2,3,2,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,45
7178,2,2,2,2,3,2,3,2,2,1,2,2,2,2,2,2,2,3,1,2,41
7179,1,2,2,1,2,1,2,2,2,1,2,2,2,1,3,2,2,1,2,2,35
7180,4,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,48
7181,3,3,3,4,2,3,3,3,2,2,2,2,4,2,3,3,2,2,3,2,53
7182,4,4,4,4,4,4,2,3,4,2,4,4,3,2,2,3,4,4,4,2,67
7183,4,2,4,4,4,2,2,3,4,4,2,2,4,4,3,2,4,4,4,2,64
7184,3,3,2,3,2,2,1,2,2,2,2,2,3,2,3,3,2,1,2,3,45
7185,2,3,3,4,4,4,2,4,3,1,3,3,3,3,3,4,4,3,2,4,62
7186,4,4,4,4,4,4,3,2,1,1,3,2,1,3,2,1,4,4,1,3,55
7187,1,1,2,3,1,2,2,1,2,2,1,2,1,2,3,1,2,1,2,2,34
7188,2,1,2,2,1,3,1,2,1,4,2,3,1,2,3,1,3,1,1,1,37
7189,3,1,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,3,32
7190,3,3,3,3,2,2,2,3,3,4,4,3,4,2,2,4,3,2,4,2,58
7191,1,1,4,2,4,2,1,1,1,1,2,2,2,2,1,1,4,1,1,4,38
7192,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
7193,1,2,1,2,2,3,1,2,2,2,1,3,1,3,2,2,2,1,1,2,36
7194,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,25
7195,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,28
7196,3,1,2,2,2,1,2,1,1,2,2,1,2,3,1,1,3,3,1,3,37
7197,2,2,2,3,4,2,2,2,4,2,2,3,2,2,2,4,2,2,2,2,48
7198,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,78
7199,3,3,3,4,2,4,2,3,2,3,2,3,2,4,3,2,2,3,2,3,55
7200,4,4,3,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,3,3,71
7201,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,22
7202,1,3,2,2,3,2,2,3,4,4,2,3,4,2,2,4,2,2,3,4,54
7203,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,29
7204,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,23
7205,2,2,2,4,2,4,2,2,4,4,2,2,1,2,2,2,4,4,2,2,51
7206,3,4,3,2,4,4,4,2,4,3,4,2,1,4,1,1,2,4,3,4,59
7207,2,4,3,4,4,3,2,4,4,4,4,4,2,3,4,4,4,4,3,4,70
7208,3,3,3,4,2,4,3,2,3,4,2,2,3,4,3,4,4,2,3,2,60
7209,4,4,4,4,4,4,4,4,4,2,4,2,1,4,1,3,2,4,3,1,63
7210,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21
7211,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,3,2,38
7212,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,3,2,1,4,2,33
7213,3,2,2,2,2,2,2,3,3,3,2,2,3,1,4,4,1,2,2,2,47
7214,2,2,1,2,2,3,2,2,2,3,2,2,2,3,2,2,4,2,2,2,44
7215,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,2,59
7216,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,29
7217,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,50
7218,2,3,4,4,3,2,4,3,4,4,3,3,3,3,3,4,3,3,4,4,66
7219,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,32
7220,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,75
7221,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
7222,4,3,4,3,4,4,4,4,3,2,3,4,2,3,4,3,3,3,4,3,67
7223,2,2,3,1,2,3,1,1,3,2,1,2,2,2,2,2,3,1,1,2,38
7224,1,3,3,4,1,1,2,2,2,3,1,2,2,2,3,4,2,2,2,3,45
7225,1,1,1,2,2,3,1,1,2,1,2,1,1,1,1,1,1,1,2,2,28
7226,2,3,2,4,3,2,3,2,2,3,2,2,3,3,2,3,3,2,2,2,50
7227,2,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,3,4,68
7228,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,34
7229,2,2,2,1,1,2,2,2,1,2,2,4,1,2,2,2,2,2,2,1,37
7230,2,4,4,4,2,4,2,3,4,4,4,3,4,4,2,4,3,3,4,2,66
7231,3,3,4,4,2,4,4,3,4,4,2,2,2,3,1,3,4,4,2,2,60
7232,4,4,4,4,4,2,4,1,4,1,4,4,1,1,4,4,4,4,4,2,64
7233,2,1,3,2,2,3,2,2,2,2,2,2,1,3,2,1,2,2,1,2,39
7234,1,2,1,2,1,2,1,1,1,4,2,1,2,2,3,2,1,1,2,2,34
7235,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,24
7236,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,26
7237,2,3,3,3,3,4,3,2,3,2,3,4,3,3,3,3,2,4,3,2,58
7238,4,1,1,1,2,2,3,1,2,4,1,1,1,3,1,3,3,3,1,2,40
7239,2,4,2,2,4,2,2,4,2,4,2,3,3,2,3,3,4,3,3,3,57
7240,2,3,1,2,2,1,1,3,2,2,3,2,2,1,3,2,2,1,2,3,40
7241,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,24
7242,1,1,1,2,1,2,1,1,2,3,2,2,2,2,1,2,2,2,2,1,33
7243,3,4,4,4,4,4,3,4,4,4,4,2,3,4,4,4,3,4,2,4,72
7244,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80
7245,2,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,1,2,2,4,42
7246,4,2,2,4,2,4,3,3,4,2,3,3,2,4,3,2,2,3,2,2,56
7247,1,2,2,3,1,2,1,2,3,3,2,3,3,2,4,4,2,1,3,3,47
7248,1,2,2,1,1,1,1,2,3,2,2,2,1,1,2,1,3,1,2,1,32
7249,2,2,1,3,4,2,1,1,3,4,2,2,2,1,3,1,1,1,2,2,40
7250,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,24
7251,2,4,4,2,4,4,4,4,4,3,4,2,2,4,4,2,3,4,3,2,65
7252,2,2,3,3,3,4,3,2,3,4,4,3,2,3,2,2,2,2,3,3,55
7253,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,23
7254,2,2,4,4,2,4,4,2,3,4,2,3,2,4,3,3,4,4,3,4,63
7255,1,1,2,3,2,2,4,3,1,1,1,1,3,4,1,1,1,2,1,1,36
7256,1,3,1,3,3,2,2,4,2,2,1,1,2,3,1,1,2,3,2,3,42
7257,2,2,4,2,2,3,1,3,2,4,3,3,4,4,3,1,2,1,2,2,50
7258,1,2,2,2,2,3,1,2,2,2,2,3,3,2,2,2,2,2,2,2,41
7259,2,1,2,2,3,2,1,2,3,4,3,4,4,1,3,2,3,1,4,3,50
7260,2,4,4,4,3,4,4,4,4,2,2,4,2,4,4,4,4,4,4,4,71
7261,1,2,2,2,1,1,1,2,1,3,2,2,2,2,3,2,1,2,2,2,36
7262,2,2,2,2,4,2,2,2,4,4,4,2,4,2,2,4,2,2,4,2,54
7263,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,30
7264,3,3,2,2,4,2,3,4,3,3,3,2,4,3,3,4,2,3,2,3,58
7265,4,1,1,4,1,3,2,1,4,1,2,2,1,2,2,1,1,1,1,2,37
7266,3,3,2,4,2,3,3,2,4,2,2,4,3,2,2,2,3,2,3,3,54
7267,2,1,1,2,1,2,1,1,3,2,1,1,1,2,1,1,1,1,2,1,28
7268,2,1,4,4,3,2,2,2,2,3,4,1,2,4,2,2,2,3,1,1,47
7269,3,3,4,4,3,4,4,3,4,3,4,1,1,3,1,1,4,3,2,4,59
7270,2,3,3,3,2,2,2,3,4,4,2,4,3,2,3,3,2,2,4,3,56
7271,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,2,3,71
7272,2,2,1,2,1,2,1,1,1,2,1,2,3,3,1,2,3,1,2,2,35
7273,4,3,4,4,4,4,4,4,4,2,4,2,2,4,2,1,2,4,3,2,63
7274,1,2,2,3,3,3,1,2,2,1,2,1,2,2,1,2,2,2,1,2,37
7275,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,79
7276,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,29
7277,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,41
7278,2,1,2,3,3,1,2,2,4,2,2,3,3,1,2,2,1,1,1,1,39
7279,2,1,1,3,1,2,1,1,2,3,1,2,3,1,2,3,1,1,2,1,34
7280,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,4,31
7281,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,30
7282,2,2,4,3,3,4,3,2,3,2,2,2,2,4,2,2,4,4,1,3,54
7283,3,4,1,4,3,4,3,4,4,4,4,4,2,4,4,3,4,2,2,4,67
7284,2,1,1,3,1,2,1,1,1,3,1,2,1,2,2,2,1,1,1,2,31
7285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
7286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
7287,2,2,2,2,4,2,1,4,2,4,3,4,3,4,1,1,2,1,2,3,49
7288,1,2,2,2,2,3,1,2,2,2,1,2,1,2,1,1,1,1,1,1,31
7289,2,3,3,1,2,3,1,1,2,1,1,3,1,1,1,3,2,1,1,4,37
7290,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,78
7291,2,1,1,2,2,2,3,1,3,2,2,3,2,2,2,2,1,2,2,1,38
7292,2,3,3,3,4,3,3,2,2,2,2,3,3,4,2,2,2,3,2,2,52
7293,4,3,3,3,3,2,3,4,3,2,4,2,1,2,1,1,1,2,1,4,49
7294,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,25
7295,2,2,3,3,3,3,1,3,3,2,2,2,2,3,2,3,3,1,2,2,47
7296,4,4,4,4,2,4,2,2,4,4,3,4,2,4,4,4,2,3,4,4,68
7297,3,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4,4,4,4,4,73
7298,2,2,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,2,3,49
7299,1,2,2,2,2,1,2,2,2,1,2,1,1,3,1,1,3,1,1,3,34
7300,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,30
7301,2,4,3,4,2,4,2,2,4,4,4,4,3,4,2,3,2,4,2,4,63
7302,2,2,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,44
7303,1,2,1,2,3,1,1,1,2,2,1,2,2,2,2,2,1,1,2,3,34
7304,4,4,4,4,4,3,4,4,4,3,3,2,2,3,3,3,4,4,2,1,65
7305,2,3,1,3,2,3,3,2,3,3,3,3,2,3,2,4,3,2,2,4,53
7306,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,37
7307,1,2,1,3,1,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,43
7308,3,4,3,4,2,4,3,4,2,2,3,4,3,2,4,2,2,2,4,2,59
7309,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,77
7310,2,2,3,3,2,2,2,2,2,3,2,4,3,3,2,3,2,2,2,2,48
7311,4,4,3,4,4,3,1,3,4,3,4,4,4,2,3,4,1,2,4,4,65
7312,2,3,3,3,3,3,3,3,2,4,3,2,2,2,2,2,4,4,1,2,53
7313,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,42
7314,4,2,4,4,3,4,4,2,4,4,4,3,4,4,3,3,4,4,3,2,69
7315,2,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,51
7316,3,4,4,4,4,4,2,4,4,3,3,3,4,4,2,4,4,4,4,3,71
7317,2,4,4,4,4,4,4,2,1,2,3,3,4,3,3,4,3,3,3,4,64
7318,3,3,3,4,4,4,3,1,4,4,3,2,2,4,3,1,1,3,2,3,57
7319,2,2,2,2,2,2,2,2,3,2,2,4,2,2,4,1,2,2,1,1,42
7320,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,3,2,1,2,4,43
7321,2,2,2,3,3,1,1,2,3,2,2,3,2,1,4,3,1,3,4,3,47
7322,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,34
7323,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,3,2,1,28
7324,2,2,2,1,4,2,2,2,2,2,2,3,1,1,2,2,3,2,2,2,41
7325,2,1,1,1,1,2,1,1,2,1,2,2,2,1,4,1,3,1,2,2,33
7326,2,3,2,3,2,2,2,2,4,4,1,3,3,2,1,4,2,3,4,4,53
7327,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,44
7328,4,2,4,4,4,2,3,4,2,2,2,2,3,2,4,2,2,2,3,4,57
7329,4,4,2,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,3,73
7330,2,3,4,4,4,4,1,3,4,3,2,2,2,4,2,2,3,2,4,3,58
7331,2,3,4,4,4,4,4,2,4,3,2,3,2,4,3,4,2,3,2,4,63
7332,3,2,1,2,3,4,3,3,1,3,3,3,3,2,3,4,3,2,1,3,52
7333,2,1,2,2,2,2,2,2,3,2,2,3,3,3,3,2,1,2,3,3,45
7334,4,3,4,4,4,4,4,4,3,2,4,2,3,4,2,4,4,4,2,4,69
7335,1,1,1,4,1,1,2,1,4,2,3,2,3,4,2,1,1,2,2,1,39
7336,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,30
7337,2,3,3,4,2,3,2,3,3,2,2,3,2,3,2,3,3,2,3,3,53
7338,3,2,2,2,2,4,2,1,2,3,1,2,3,3,3,2,2,2,3,2,46
7339,1,2,1,1,2,1,1,1,2,3,2,3,3,1,3,1,1,1,2,3,35
7340,2,1,2,2,2,3,2,2,1,2,1,2,2,2,4,1,2,4,2,3,42
7341,2,2,2,3,3,2,2,2,1,4,3,2,3,3,2,3,3,2,3,3,50
7342,2,4,2,3,3,4,2,2,2,4,2,3,3,2,3,3,1,2,3,3,53
7343,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,67
7344,1,2,1,1,3,2,1,2,2,2,3,4,1,2,2,1,2,1,2,2,37
7345,3,2,4,4,3,4,4,3,3,3,3,4,1,4,2,4,4,4,3,2,64
7346,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,77
7347,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,77
7348,4,2,4,4,3,4,4,3,2,4,3,2,2,4,2,4,2,4,2,4,63
7349,4,4,4,4,2,4,4,3,3,4,4,3,4,4,3,4,4,4,4,3,73
7350,3,3,4,4,3,4,3,4,3,3,3,3,2,4,3,2,3,3,4,3,64
